read,domain,e-value
MRS0634.c39f15s23|may13.P1.MID40-41.IAK27MS01BZCDO.HiQual|MRS0634|Ghana_Soe;sample=MRS0634;size=1;,DBLa0.1,1.5e-54
MRS0163.c23f5s5|apr13.P1.MID13-15.H8MRBDT01C9U5F_rc|MRS0163|Ghana_VeaGowrie;sample=MRS0163;size=1;,DBLa0.11,7.2e-52
MRS0223.c65f8s9|apr13.P2.MID18-18.H8MRBDT02FIIYP|MRS0223|Ghana_VeaGowrie;sample=MRS0223;size=1;,DBLa0.11,2.2e-54
UG70350.c15f15s22|aug13.P1.MID3-4.IE15TFC01ESJM7|UG70350|Uganda_Arua;sample=UG70350;size=1;,DBLa1.1,4.7e-49
UG80621.c3f24s52|may13.P2.MID56-58.IAK27MS02IAVIE.HiQual|UG80621|Uganda_Jinja;sample=UG80621;size=2;,DBLa0.19,1.7e-58
UG10234.c4f44s46|mar13.P3.MID07.H6VQLNR03GKEXE|UG10234|Uganda_Tororo;sample=UG10234;size=1;,DBLa0.1,7.7e-25
UG30285.c19f6s7|oct12.P1.MID42.HWSTXOD01BKRR7.HiQual|UG30285|Uganda_Kanungu;sample=UG30285;size=1;,DBLa0.1,3.9e-53
UG10640.c23f6s10|mar13.P2.MID22.H6VQLNR02DITA0_rc|UG10640|Uganda_Tororo;sample=UG10640;size=1;,DBLa0.8,1.1e-18
UG10382.c29f23s30|mar13.P2.MID14.H6VQLNR02C1VJY.HiQual|UG10382|Uganda_Tororo;sample=UG10382;size=2;,DBLa0.9,3.7e-53
UG60188.c87f8s10|mar13.P1.MID31.H6VQLNR01B9KSV|UG60188|Uganda_Apac;sample=UG60188;size=1;,DBLa0.11,3e-58
MRS0108.c49f8s9|apr13.P2.MID08-08.H8MRBDT02IXUTL.HiQual|MRS0108|Ghana_VeaGowrie;sample=MRS0108;size=1;,DBLa0.8,4.6e-54
BK1208.c48f8s10|apr11.P2.MID62.GY7WJEE02ECKEJ.HiQual|BK1208|Gabon_Bakoumba;sample=BK1208;size=1;,DBLa0.19,5.3e-51
UG70761.c45f8s15|aug13.P1.MID14-16.IE15TFC01AIWLD_rc|UG70761|Uganda_Arua;sample=UG70761;size=1;,DBLa0.14,2.9e-60
MRS0050.c34f8s9|apr13.P2.MID04-04.H8MRBDT02JNZMJ|MRS0050|Ghana_VeaGowrie;sample=MRS0050;size=1;,DBLa0.18,3e-48
UG70025.c73f7s9|aug13.P1.MID59-59.IE15TFC01A37OX|UG70025|Uganda_Arua;sample=UG70025;size=1;,DBLa0.9,8.8e-55
UG70492.c55f8s11|aug13.P2.MID7-10.IE15TFC02I74GN|UG70492|Uganda_Arua;sample=UG70492;size=1;,DBLa0.1,1e-49
UG80502.c114f3s6|aug13.P2.MID55-57.IE15TFC02H9DVS|UG80502|Uganda_Jinja;sample=UG80502;size=1;,DBLa0.15,1.1e-53
UG50593.c129f5s5|may13.P2.MID2-3.IAK27MS02H6MAJ|UG50593|Uganda_Kyenjojo;sample=UG50593;size=1;,DBLa0.12,9.8e-50
UG70658.c23f25s40|aug13.P1.MID13-14.IE15TFC01AK4QW.HiQual|UG70658|Uganda_Arua;sample=UG70658;size=1;,DBLa0.11,2.6e-43
MRS0318.c37f32s40|apr13.P2.MID23-24.H8MRBDT02HCPM5.HiQual|MRS0318|Ghana_VeaGowrie;sample=MRS0318;size=1;,DBLa0.8,5.7e-52
BK368.c14f4s5|apr11.P2.MID15.GY7WJEE02DOCWF|BK368|Gabon_Bakoumba;sample=BK368;size=2;,DBLa0.4,3.8e-52
T507.c24f19s29|oct12.P1.MID17.HWSTXOD01BZXJT.HiQual|T507|Thailand_Tak;sample=T507;size=2;,DBLa0.9,8.3e-54
UG60300.c123f5s5|mar13.P1.MID34.H6VQLNR01BPT5V_rc|UG60300|Uganda_Apac;sample=UG60300;size=1;,DBLa0.23,1.1e-47
UG80198.c66f8s9|aug13.P1.MID45-45.IE15TFC01AD309|UG80198|Uganda_Jinja;sample=UG80198;size=1;,DBLa0.19,9.5e-58
MRS0491.c76f3s4|apr13.P2.MID32-34.H8MRBDT02JZ6LC_rc|MRS0491|Ghana_Soe;sample=MRS0491;size=1;,DBLa0.18,3.4e-50
UG80672.c52f6s7|aug13.P1.MID58-58.IE15TFC01DF2S3|UG80672|Uganda_Jinja;sample=UG80672;size=1;,DBLa0.1,4.4e-54
UG70122.c58f5s5|aug13.P1.MID62-2.IE15TFC01APGGL|UG70122|Uganda_Arua;sample=UG70122;size=2;,DBLa0.1,4.4e-53
MRS0429.c54f7s7|apr13.P2.MID28-30.H8MRBDT02ICA4S.HiQual|MRS0429|Ghana_Soe;sample=MRS0429;size=1;,DBLa0.1,6.8e-53
UG10449.c20f17s20|mar13.P4.MID16.H6VQLNR04H9CUU.HiQual|UG10449|Uganda_Tororo;sample=UG10449;size=1;,DBLa0.1,4.7e-52
MRS0338.c96f6s6|jul13.P2.MID39-39.IDA9VQ202FNEH6|MRS0338|Ghana_VeaGowrie;sample=MRS0338;size=4;,DBLa0.8,5.6e-55
UG10516.c155f3s5|mar13.P2.MID18.H6VQLNR02EDOYI_rc|UG10516|Uganda_Tororo;sample=UG10516;size=1;,DBLa0.18,1.4e-51
MRS0051.c151f3s3|apr13.P1.MID04-05.H8MRBDT01BC9XT|MRS0051|Ghana_VeaGowrie;sample=MRS0051;size=1;,DBLa0.5,5.5e-52
IR42.c2f12s26|oct12.P4.MID4.HWSTXOD04I0WF9.HiQual|IR42|Iran_SistanBaluchestan;sample=IR42;size=1;,DBLa0.9,1.9e-54
BK10.c44f3s4|apr11.P1.MID01.GY7WJEE01CATJW_rc|BK10|Gabon_Bakoumba;sample=BK10;size=1;,DBLa0.15,1.1e-18
UG80567.c134f4s4|aug13.P1.MID56-57.IE15TFC01ELMIE|UG80567|Uganda_Jinja;sample=UG80567;size=1;,DBLa0.8,7.4e-52
MRS0193.c31f20s25|apr13.P1.MID16-16.H8MRBDT01DBSZA.HiQual|MRS0193|Ghana_VeaGowrie;sample=MRS0193;size=1;,DBLa0.9,3e-52
Gc37.c36f14s24|sep11.P4.MID5.G9JXQ6K04I52AD.HiQual|Gc37|FrenchGuyana_Camopi;sample=Gc37;size=53;,DBLa0.17,3.7e-56
UG30213.c15f12s20|oct12.P1.MID39.HWSTXOD01B1YKV.HiQual|UG30213|Uganda_Kanungu;sample=UG30213;size=3;,DBLa1.2,1.7e-50
UG60382.c71f7s8|mar13.P1.MID37.H6VQLNR01BHXDB.HiQual|UG60382|Uganda_Apac;sample=UG60382;size=1;,DBLa0.1,2e-56
UG70027.c52f7s15|aug13.P2.MID59-59.IE15TFC02FKDQQ|UG70027|Uganda_Arua;sample=UG70027;size=1;,DBLa0.1,1.6e-47
BK469.c113f3s3|apr11.P2.MID24.GY7WJEE02EP9KP|BK469|Gabon_Bakoumba;sample=BK469;size=4;,DBLa0.1,9.7e-56
MRS0722.c13f21s31|may13.P2.MID46-46.IAK27MS02FQJNP.HiQual|MRS0722|Ghana_Soe;sample=MRS0722;size=1;,DBLa0.19,3.7e-51
UG60088.c111f3s3|mar13.P2.MID29.H6VQLNR02D0WVF|UG60088|Uganda_Apac;sample=UG60088;size=1;,DBLa0.1,6.8e-58
UG50551.c79f8s16|may13.P2.MID1-3.IAK27MS02JSU0O|UG50551|Uganda_Kyenjojo;sample=UG50551;size=1;,DBLa0.1,2.5e-53
3D7.c32f37s48|sep11.P3.MID44.G9JXQ6K03GEWVH.HiQual|3D7|3D7;sample=3D7;size=13;,DBLa0.1,2.2e-55
MRS0712.c31f3s4|may13.P1.MID45-46.IAK27MS01DWUPN|MRS0712|Ghana_Soe;sample=MRS0712;size=1;,DBLa1.2,1.4e-49
BK950.c105f3s5|apr11.P4.MID50.GY7WJEE04I0G07|BK950|Gabon_Bakoumba;sample=BK950;size=1;,DBLa0.8,8.5e-31
UG80302.c57f7s7|aug13.P1.MID50-51.IE15TFC01C7ZWE|UG80302|Uganda_Jinja;sample=UG80302;size=1;,DBLa0.8,4e-57
BK1400.c16f4s4|apr11.P1.MID16.GY7WJEE01BPGJC|BK1400|Gabon_Bakoumba;sample=BK1400;size=1;,DBLa0.3,1.9e-44
UG70416.c2f54s81|aug13.P1.MID5-6.IE15TFC01EB3Y5.HiQual|UG70416|Uganda_Arua;sample=UG70416;size=1;,DBLa0.10,4.5e-53
MRS0064.c53f9s9|apr13.P1.MID04-06.H8MRBDT01BV240.HiQual|MRS0064|Ghana_VeaGowrie;sample=MRS0064;size=1;,DBLa0.10,4.1e-55
UG30598.c0f9s11|oct12.P2.MID50.HWSTXOD02C9KO2.HiQual|UG30598|Uganda_Kanungu;sample=UG30598;size=3;,DBLa0.8,2.1e-51
UG80095.c113f5s6|aug13.P1.MID43-45.IE15TFC01ED3PS|UG80095|Uganda_Jinja;sample=UG80095;size=1;,DBLa0.8,6.1e-51
UG80657.c34f17s27|aug13.P2.MID57-58.IE15TFC02HAG0R.HiQual|UG80657|Uganda_Jinja;sample=UG80657;size=3;,DBLa0.1,1.6e-53
MRS0384.c77f5s10|apr13.P1.MID26-26.H8MRBDT01EB1BF|MRS0384|Ghana_Soe;sample=MRS0384;size=1;,DBLa0.18,1e-47
UG10429.c56f5s12|mar13.P1.MID16.H6VQLNR01ASEYG|UG10429|Uganda_Tororo;sample=UG10429;size=3;,DBLa0.1,6.2e-58
UG80229.c56f13s18|may13.P2.MID55-55.IAK27MS02GSIJD.HiQual|UG80229|Uganda_Jinja;sample=UG80229;size=1;,DBLa1.8,1.9e-54
UG30811.c61f15s22|oct12.P3.MID59.HWSTXOD03F8FLT.HiQual|UG30811|Uganda_Kanungu;sample=UG30811;size=1;,DBLa0.7,6.8e-45
UG50826.c21f27s39|aug13.P2.MID41-42.IE15TFC02HIGQR.HiQual|UG50826|Uganda_Kyenjojo;sample=UG50826;size=3;,DBLa0.9,4.3e-50
UG70437.c110f5s6|aug13.P2.MID6-6.IE15TFC02HM02U|UG70437|Uganda_Arua;sample=UG70437;size=1;,DBLa0.8,4.9e-53
MRS0002.c77f5s6|apr13.P1.MID01-01.H8MRBDT01EQETT|MRS0002|Ghana_VeaGowrie;sample=MRS0002;size=5;,DBLa0.8,7.8e-50
UG60525.c147f3s3|mar13.P1.MID42.H6VQLNR01BIO0E_rc|UG60525|Uganda_Apac;sample=UG60525;size=1;,DBLa0.12,7.8e-46
UG10728.c110f5s6|mar13.P1.MID26.H6VQLNR01B4LLB|UG10728|Uganda_Tororo;sample=UG10728;size=1;,DBLa0.1,8.9e-35
MRS0393.c79f3s3|apr13.P1.MID26-28.H8MRBDT01BLZWP_rc|MRS0393|Ghana_Soe;sample=MRS0393;size=1;,DBLa0.4,4.7e-48
UG70018.c7f20s26|aug13.P1.MID58-60.IE15TFC01DBK5O.HiQual|UG70018|Uganda_Arua;sample=UG70018;size=1;,DBLa0.8,1.9e-54
UG70106.c60f5s7|aug13.P1.MID62-62.IE15TFC01CO5NI|UG70106|Uganda_Arua;sample=UG70106;size=1;,DBLa0.8,3.5e-54
7029.c35f3s5|sep11.P4.MID28.G9JXQ6K04I61TV|7029|Peru;sample=7029;size=2;,DBLa0.21,1.6e-50
MRS0503.c40f19s20|apr13.P2.MID33-34.H8MRBDT02FK1SV.HiQual|MRS0503|Ghana_Soe;sample=MRS0503;size=8;,DBLa1.8,3.3e-52
V2.c29f3s4|sep11.P2.MID29.G9JXQ6K02EU2W2|V2|Venezuela_ElCaura;sample=V2;size=1;,DBLa0.13,6.7e-55
MRS0169.c96f3s6|apr13.P2.MID14-14.H8MRBDT02H5P21_rc|MRS0169|Ghana_VeaGowrie;sample=MRS0169;size=1;,DBLa0.5,2.8e-59
MRS0254.c33f6s10|apr13.P1.MID20-21.H8MRBDT01ARTU5|MRS0254|Ghana_VeaGowrie;sample=MRS0254;size=2;,DBLa0.1,2.3e-54
UG60552.c133f5s5|mar13.P1.MID43.H6VQLNR01AN80L|UG60552|Uganda_Apac;sample=UG60552;size=1;,DBLa0.3,5.7e-51
MUG28.KP220052;sample=MUG28;size=1;,DBLa0.5,1.2e-95
UG60238.c137f4s4|mar13.P3.MID32.H6VQLNR03GG1MQ|UG60238|Uganda_Apac;sample=UG60238;size=1;,DBLa0.22,1.1e-50
UG70723.c100f5s15|aug13.P2.MID60-61.IE15TFC02JJ179|UG70723|Uganda_Arua;sample=UG70723;size=1;,DBLa0.15,3.4e-56
UG50097.c26f34s54|may13.P2.MID50-50.IAK27MS02HL14K.HiQual|UG50097|Uganda_Kyenjojo;sample=UG50097;size=2;,DBLa0.1,9.3e-51
MRS0378.c93f4s5|apr13.P1.MID25-27.H8MRBDT01EYK97|MRS0378|Ghana_Soe;sample=MRS0378;size=1;,DBLa0.1,1e-57
BK422.c17f5s6|apr11.P3.MID20.GY7WJEE03FOP4L|BK422|Gabon_Bakoumba;sample=BK422;size=1;,DBLa0.11,3.8e-51
BK725.c14f23s34|apr11.P2.MID42.GY7WJEE02C95GV.HiQual|BK725|Gabon_Bakoumba;sample=BK725;size=3;,DBLa1.2,3.3e-53
UG10035.c128f5s5|mar13.P2.MID01.H6VQLNR02D6I19_rc|UG10035|Uganda_Tororo;sample=UG10035;size=2;,DBLa0.9,3e-51
MRS0183.c53f3s3|apr13.P1.MID15-16.H8MRBDT01DFLZH_rc|MRS0183|Ghana_VeaGowrie;sample=MRS0183;size=1;,DBLa0.11,2.8e-54
UG60073.c92f8s8|mar13.P3.MID28.H6VQLNR03FWT4G_rc|UG60073|Uganda_Apac;sample=UG60073;size=1;,DBLa0.9,4.4e-49
UG80719.c29f6s10|aug13.P2.MID15-16.IE15TFC02GX97I|UG80719|Uganda_Jinja;sample=UG80719;size=1;,DBLa0.15,3.8e-51
UG80148.c62f6s8|may13.P2.MID54-56.IAK27MS02JBUD9|UG80148|Uganda_Jinja;sample=UG80148;size=5;,DBLa0.1,9.1e-59
UG80090.c50f6s10|aug13.P2.MID43-44.IE15TFC02JHYYP|UG80090|Uganda_Jinja;sample=UG80090;size=1;,DBLa0.1,8.8e-51
IR13.c1f100s131|oct12.P1.MID8.HWSTXOD01B8858.HiQual|IR13|Iran_SistanBaluchestan;sample=IR13;size=1;,DBLa0.19,3.3e-48
MRS0231.c24f3s3|apr13.P2.MID18-20.H8MRBDT02I6HSW|MRS0231|Ghana_VeaGowrie;sample=MRS0231;size=1;,DBLa0.1,1.6e-51
UG30226.c9f7s10|oct12.P3.MID38.HWSTXOD03G2P5G.HiQual|UG30226|Uganda_Kanungu;sample=UG30226;size=3;,DBLa0.19,6.1e-53
UG10035.c35f7s13|mar13.P2.MID01.H6VQLNR02DO478|UG10035|Uganda_Tororo;sample=UG10035;size=1;,DBLa0.4,7.2e-54
V7.c30f13s19|sep11.P1.MID31.G9JXQ6K01CF6YN.HiQual|V7|Venezuela_ElCaura;sample=V7;size=8;,DBLa0.6,1.3e-45
BK863.c104f3s6|apr11.P2.MID47.GY7WJEE02DRBUI|BK863|Gabon_Bakoumba;sample=BK863;size=1;,DBLa0.11,1.8e-27
MRS0279.c231f3s3|apr13.P2.MID21-22.H8MRBDT02FZHWR|MRS0279|Ghana_VeaGowrie;sample=MRS0279;size=1;,DBLa0.8,1.8e-55
UG60177.c48f5s10|mar13.P3.MID30.H6VQLNR03F75W1|UG60177|Uganda_Apac;sample=UG60177;size=1;,DBLa0.8,3e-53
UG70715.c25f16s26|aug13.P2.MID60-60.IE15TFC02HCI8L|UG70715|Uganda_Arua;sample=UG70715;size=2;,DBLa0.3,1.1e-46
MRS0084.c38f5s5|apr13.P1.MID06-07.H8MRBDT01APWCW|MRS0084|Ghana_VeaGowrie;sample=MRS0084;size=1;,DBLa0.20,3.6e-51
UG10666.c9f24s44|mar13.P2.MID23.H6VQLNR02DXJWT.HiQual|UG10666|Uganda_Tororo;sample=UG10666;size=1;,DBLa0.22,2.2e-58
BK1053.c11f62s80|apr11.P4.MID59.GY7WJEE04IM1SU.HiQual|BK1053|Gabon_Bakoumba;sample=BK1053;size=1;,DBLa0.8,7.1e-51
MRS0179.c80f7s7|apr13.P1.MID14-16.H8MRBDT01DAC4A|MRS0179|Ghana_VeaGowrie;sample=MRS0179;size=1;,DBLa0.19,1.5e-57
UG10333.c47f10s11|mar13.P4.MID10.H6VQLNR04I4UZD.HiQual|UG10333|Uganda_Tororo;sample=UG10333;size=1;,DBLa0.15,4.2e-52
UG10772.c118f4s5|mar13.P2.MID27.H6VQLNR02EE7Q4|UG10772|Uganda_Tororo;sample=UG10772;size=1;,DBLa0.5,7.3e-53
BK607.c62f3s4|apr11.P4.MID35.GY7WJEE04IPYXP_rc|BK607|Gabon_Bakoumba;sample=BK607;size=1;,DBLa0.1,4.9e-56
UG60346.c16f18s28|mar13.P3.MID35.H6VQLNR03GEN5J.HiQual|UG60346|Uganda_Apac;sample=UG60346;size=2;,DBLa1.1,1.1e-49
UG10534.c67f9s11|mar13.P3.MID18.H6VQLNR03F9IYZ|UG10534|Uganda_Tororo;sample=UG10534;size=1;,DBLa0.9,1.6e-51
UG80394.c84f5s7|aug13.P1.MID53-53.IE15TFC01C7NCV_rc|UG80394|Uganda_Jinja;sample=UG80394;size=1;,DBLa0.11,1.9e-57
MRS0615.c81f13s13|may13.P2.MID39-40.IAK27MS02IG29O.HiQual|MRS0615|Ghana_Soe;sample=MRS0615;size=1;,DBLa0.5,1e-43
UG60455.c22f13s13|mar13.P2.MID39.H6VQLNR02ESP0X|UG60455|Uganda_Apac;sample=UG60455;size=1;,DBLa0.11,4.2e-53
UG60773.c30f12s17|mar13.P4.MID49.H6VQLNR04ICGPV.HiQual|UG60773|Uganda_Apac;sample=UG60773;size=1;,DBLa0.9,4.6e-49
MRS0457.c60f6s9|apr13.P1.MID31-31.H8MRBDT01CORF7|MRS0457|Ghana_Soe;sample=MRS0457;size=1;,DBLa0.12,7e-47
BK1424.c2f16s21|apr11.P1.MID30.GY7WJEE01BUREP.HiQual|BK1424|Gabon_Bakoumba;sample=BK1424;size=1;,DBLa0.9,1e-53
MRS0325.c38f41s57|jul13.P2.MID34-35.IDA9VQ202HYA9Y.HiQual|MRS0325|Ghana_VeaGowrie;sample=MRS0325;size=1;,DBLa0.1,7.9e-55
MRS0717.c135f4s4|may13.P2.MID45-47.IAK27MS02G7C2L|MRS0717|Ghana_Soe;sample=MRS0717;size=1;,DBLa0.10,1.1e-51
UG10740.c44f8s9|mar13.P2.MID26.H6VQLNR02DU7A5.HiQual|UG10740|Uganda_Tororo;sample=UG10740;size=3;,DBLa0.12,2.5e-57
BK311.c45f14s18|apr11.P4.MID11.GY7WJEE04I8Z1U.HiQual|BK311|Gabon_Bakoumba;sample=BK311;size=5;,DBLa0.15,8.5e-54
BK645.c42f5s8|apr11.P1.MID39.GY7WJEE01BLGYG|BK645|Gabon_Bakoumba;sample=BK645;size=1;,DBLa0.11,9.6e-58
MUG17.KP220856;sample=MUG17;size=1;,DBLa0.1,1.8e-89
UG10589.c64f9s9|mar13.P2.MID20.H6VQLNR02D4F18.HiQual|UG10589|Uganda_Tororo;sample=UG10589;size=1;,DBLa0.1,1.7e-56
G3st3.c49f3s5|sep11.P4.MID17.G9JXQ6K04IFSFU|G3st3|FrenchGuyana_TroisSauts;sample=G3st3;size=40;,DBLa0.11,1.3e-42
UG80105.c9f46s60|aug13.P2.MID43-45.IE15TFC02F1XE4.HiQual|UG80105|Uganda_Jinja;sample=UG80105;size=1;,DBLa0.24,1.3e-50
BK1202.c28f3s4|sep11.P4.MID61.G9JXQ6K04IGMSB_rc|BK1202|Gabon_Bakoumba;sample=BK1202;size=6;,DBLa2,7.8e-50
P46.c20f19s19|sep11.P3.MID46.G9JXQ6K03HEECU|P46|Peru_Iquitos;sample=P46;size=2;,DBLa0.1,3.9e-55
UG80593.c31f22s41|aug13.P2.MID56-58.IE15TFC02HJ9Q6|UG80593|Uganda_Jinja;sample=UG80593;size=1;,DBLa0.11,6e-49
UG60490.c123f5s5|mar13.P3.MID40.H6VQLNR03GFRJQ_rc|UG60490|Uganda_Apac;sample=UG60490;size=1;,DBLa0.1,1.7e-56
UG60281.c39f7s12|mar13.P2.MID33.H6VQLNR02DFIUD|UG60281|Uganda_Apac;sample=UG60281;size=1;,DBLa0.19,4.8e-60
UG80444.c13f27s47|may13.P2.MID56-56.IAK27MS02I4VVL.HiQual|UG80444|Uganda_Jinja;sample=UG80444;size=1;,DBLa0.9,1.6e-52
UG70398.c221f3s3|aug13.P2.MID5-5.IE15TFC02FUOYP|UG70398|Uganda_Arua;sample=UG70398;size=1;,DBLa0.11,7.6e-54
UG10449.c69f7s8|mar13.P4.MID16.H6VQLNR04IU9AP.HiQual|UG10449|Uganda_Tororo;sample=UG10449;size=2;,DBLa0.11,6.9e-60
UG60647.c58f12s14|mar13.P4.MID45.H6VQLNR04IF8RI.HiQual|UG60647|Uganda_Apac;sample=UG60647;size=2;,DBLa0.1,5.9e-55
UG10162.c112f3s5|mar13.P3.MID04.H6VQLNR03GB1CW_rc|UG10162|Uganda_Tororo;sample=UG10162;size=1;,DBLa0.19,5.1e-57
UG50007.c41f20s26|may13.P1.MID48-50.IAK27MS01C789A.HiQual|UG50007|Uganda_Kyenjojo;sample=UG50007;size=2;,DBLa0.8,8.9e-57
MRS0207.c51f3s11|apr13.P1.MID16-19.H8MRBDT01EQ4SW_rc|MRS0207|Ghana_VeaGowrie;sample=MRS0207;size=1;,DBLa0.1,7.6e-52
UG10694.c98f5s5|mar13.P4.MID24.H6VQLNR04I2HNH|UG10694|Uganda_Tororo;sample=UG10694;size=1;,DBLa0.1,2.4e-61
UG30266.c48f8s20|oct12.P3.MID40.HWSTXOD03FRXH0.HiQual|UG30266|Uganda_Kanungu;sample=UG30266;size=1;,DBLa0.1,3.1e-57
BK622.c69f4s6|apr11.P1.MID37.GY7WJEE01A4LVW|BK622|Gabon_Bakoumba;sample=BK622;size=1;,DBLa0.1,1.7e-55
MRS0262.c33f29s34|apr13.P2.MID20-22.H8MRBDT02I32AB.HiQual|MRS0262|Ghana_VeaGowrie;sample=MRS0262;size=1;,DBLa0.5,1.1e-57
UG30437.c91f8s9|oct12.P4.MID45.HWSTXOD04JSARP.HiQual|UG30437|Uganda_Kanungu;sample=UG30437;size=1;,DBLa1.8,4.7e-58
BK46.c44f8s12|apr11.P3.MID02.GY7WJEE03FOL4G.HiQual|BK46|Gabon_Bakoumba;sample=BK46;size=1;,DBLa0.8,1.7e-53
UG60382.c95f3s5|mar13.P1.MID37.H6VQLNR01BMQ0R|UG60382|Uganda_Apac;sample=UG60382;size=1;,DBLa0.6,8.3e-22
UG10641.c3f16s21|mar13.P3.MID22.H6VQLNR03GLL3X.HiQual|UG10641|Uganda_Tororo;sample=UG10641;size=1;,DBLa0.8,6.4e-52
MRS0395.c37f3s3|apr13.P1.MID27-27.H8MRBDT01DK86Z|MRS0395|Ghana_Soe;sample=MRS0395;size=1;,DBLa0.11,1.8e-26
MRS0334.c37f7s11|jul13.P2.MID35-36.IDA9VQ202FDFNO_rc.HiQual|MRS0334|Ghana_VeaGowrie;sample=MRS0334;size=1;,DBLa0.12,3.1e-53
MRS0204.c31f16s22|jul13.P1.MID34-34.IDA9VQ201CLSV6.HiQual|MRS0204|Ghana_VeaGowrie;sample=MRS0204;size=1;,DBLa1.8,6.4e-53
UG10201.c117f3s3|mar13.P4.MID05.H6VQLNR04JIL9S|UG10201|Uganda_Tororo;sample=UG10201;size=1;,DBLa0.5,1.3e-36
UG10350.c33f10s21|mar13.P2.MID11.H6VQLNR02DLACE|UG10350|Uganda_Tororo;sample=UG10350;size=2;,DBLa0.23,7e-49
UG70398.c118f7s8|aug13.P2.MID5-5.IE15TFC02H83FW|UG70398|Uganda_Arua;sample=UG70398;size=1;,DBLa0.1,2.4e-34
UG50573.c8f52s73|may13.P1.MID2-3.IAK27MS01CH6KZ.HiQual|UG50573|Uganda_Kyenjojo;sample=UG50573;size=6;,DBLa0.3,4.5e-48
UG80262.c74f10s12|may13.P2.MID55-56.IAK27MS02H0H51|UG80262|Uganda_Jinja;sample=UG80262;size=2;,DBLa0.1,2.7e-61
MRS0328.c56f12s15|jul13.P2.MID34-36.IDA9VQ202GMHJ1.HiQual|MRS0328|Ghana_VeaGowrie;sample=MRS0328;size=2;,DBLa0.1,8.4e-50
MRS0009.c93f5s5|apr13.P1.MID02-02.H8MRBDT01CQ2M1|MRS0009|Ghana_VeaGowrie;sample=MRS0009;size=1;,DBLa0.5,1.6e-54
T229.c40f3s3|oct12.P1.MID16.HWSTXOD01CHEND|T229|Thailand_Tak;sample=T229;size=2;,DBLa0.8,1.6e-54
UG30305.c27f3s5|oct12.P3.MID42.HWSTXOD03F8TOD|UG30305|Uganda_Kanungu;sample=UG30305;size=1;,DBLa0.8,2.5e-55
UG60455.c117f3s4|mar13.P2.MID39.H6VQLNR02EM9UO_rc|UG60455|Uganda_Apac;sample=UG60455;size=2;,DBLa2,1.9e-48
UG80172.c103f5s11|aug13.P2.MID44-45.IE15TFC02JD5OX|UG80172|Uganda_Jinja;sample=UG80172;size=1;,DBLa1.8,3.9e-52
UG80239.c66f9s15|aug13.P2.MID45-46.IE15TFC02HSOQ4|UG80239|Uganda_Jinja;sample=UG80239;size=1;,DBLa1.8,1.5e-50
MRS0486.c63f6s7|apr13.P2.MID32-33.H8MRBDT02FZ4ZE|MRS0486|Ghana_Soe;sample=MRS0486;size=1;,DBLa1.2,7.6e-54
T1003.c41f21s28|oct12.P4.MID17.HWSTXOD04I9RDY.HiQual|T1003|Thailand_Tak;sample=T1003;size=1;,DBLa0.11,1.4e-57
MRS0007.c26f3s3|apr13.P2.MID01-03.H8MRBDT02FQSCM|MRS0007|Ghana_VeaGowrie;sample=MRS0007;size=1;,DBLa0.24,1.1e-39
MRS0002.c24f11s12|apr13.P1.MID01-01.H8MRBDT01CSZRV.HiQual|MRS0002|Ghana_VeaGowrie;sample=MRS0002;size=1;,DBLa0.1,3.2e-55
UG50625.c50f5s5|may13.P1.MID3-4.IAK27MS01DZKLD|UG50625|Uganda_Kyenjojo;sample=UG50625;size=1;,DBLa0.8,1.9e-51
BK426.c11f4s7|apr11.P1.MID21.GY7WJEE01BWJ56|BK426|Gabon_Bakoumba;sample=BK426;size=1;,DBLa0.11,1e-61
UG10773.c118f4s6|mar13.P3.MID27.H6VQLNR03G7K0M|UG10773|Uganda_Tororo;sample=UG10773;size=1;,DBLa0.1,2.2e-53
MRS0258.c300f3s3|apr13.P1.MID20-22.H8MRBDT01EFDRH|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=1;,DBLa0.22,3.1e-55
UG80797.c43f22s26|may13.P2.MID58-60.IAK27MS02HA8ZI.HiQual|UG80797|Uganda_Jinja;sample=UG80797;size=1;,DBLa0.22,6.1e-58
UG80801.c46f11s15|may13.P1.MID59-59.IAK27MS01CT7Q1|UG80801|Uganda_Jinja;sample=UG80801;size=1;,DBLa0.1,2.3e-54
BK950.c72f4s6|apr11.P4.MID50.GY7WJEE04JVHPK|BK950|Gabon_Bakoumba;sample=BK950;size=3;,DBLa0.18,5e-49
UG30011.c31f9s14|oct12.P1.MID36.HWSTXOD01B1RYT.HiQual|UG30011|Uganda_Kanungu;sample=UG30011;size=1;,DBLa0.11,1.4e-52
MRS0258.c41f12s13|apr13.P1.MID20-22.H8MRBDT01BYTFA.HiQual|MRS0258|Ghana_VeaGowrie;sample=MRS0258;size=1;,DBLa0.5,5.2e-57
UG60349.c50f12s16|mar13.P4.MID35.H6VQLNR04IHB6R|UG60349|Uganda_Apac;sample=UG60349;size=1;,DBLa0.12,4.1e-52
MRS0503.c142f3s3|apr13.P2.MID33-34.H8MRBDT02I2Z8I|MRS0503|Ghana_Soe;sample=MRS0503;size=1;,DBLa0.8,5e-53
